Photo_ID,Date,Sample_ID,Origin,Egg_number,Diameter1_long,Diameter2_short,,Tech,Note
WildD_20191024,20191024,WildD,Wild,29,0.331,0.235,0.096,HP,
WildD_20191024,20191024,WildD,Wild,30,0.349,0.297,0.052,HP,
WildD_20191024,20191024,WildD,Wild,31,0.411,0.294,0.117,HP,
WildD_20191024,20191024,WildD,Wild,32,0.338,0.309,0.029,HP,
WildD_20191024,20191024,WildD,Wild,33,0.344,0.308,0.036,HP,
WildD_20191024,20191024,WildD,Wild,34,0.411,0.378,0.033,HP,
WildD_20191024,20191024,WildD,Wild,35,0.423,0.338,0.085,HP,
WildD_20191024,20191024,WildD,Wild,36,0.334,0.287,0.047,HP,
WildD_20191024,20191024,WildD,Wild,37,0.359,0.299,0.06,HP,
WildD_20191024,20191024,WildD,Wild,38,0.377,0.309,0.068,HP,
WildD_20191024,20191024,WildD,Wild,39,0.322,0.3,0.022,HP,
WildD_20191024,20191024,WildD,Wild,40,0.341,0.323,0.018,HP,
WildD_20191024,20191024,WildD,Wild,41,0.399,0.355,0.044,HP,
WildE_20191024,20191024,WildE,Wild,1,0.648,0.502,0.146,HP,
WildE_20191024,20191024,WildE,Wild,2,0.52,0.508,0.012,HP,
WildE_20191024,20191024,WildE,Wild,3,0.512,0.508,0.004,HP,
WildE_20191024,20191024,WildE,Wild,4,0.591,0.544,0.047,HP,
WildE_20191024,20191024,WildE,Wild,5,0.496,0.332,0.164,HP,
WildE_20191024,20191024,WildE,Wild,6,0.554,0.498,0.056,HP,
WildE_20191024,20191024,WildE,Wild,7,0.613,0.523,0.09,HP,
WildE_20191024,20191024,WildE,Wild,8,0.583,0.481,0.102,HP,
WildE_20191024,20191024,WildE,Wild,9,0.555,0.457,0.098,HP,
WildE_20191024,20191024,WildE,Wild,10,0.641,0.428,0.213,HP,
WildE_20191024,20191024,WildE,Wild,11,0.417,0.345,0.072,HP,
WildE_20191024,20191024,WildE,Wild,12,0.611,0.534,0.077,HP,
WildE_20191024,20191024,WildE,Wild,13,0.502,0.486,0.016,HP,
WildE_20191024,20191024,WildE,Wild,14,0.462,0.367,0.095,HP,
WildE_20191024,20191024,WildE,Wild,15,0.553,0.523,0.03,HP,
WildE_20191024,20191024,WildE,Wild,16,0.603,0.426,0.177,HP,
WildE_20191024,20191024,WildE,Wild,17,0.56,0.427,0.133,HP,
WildE_20191024,20191024,WildE,Wild,18,0.588,0.543,0.045,HP,
WildE_20191024,20191024,WildE,Wild,19,0.634,0.482,0.152,HP,
WildE_20191024,20191024,WildE,Wild,20,0.633,0.437,0.196,HP,
WildE_20191024,20191024,WildE,Wild,21,0.594,0.53,0.064,HP,
WildE_20191024,20191024,WildE,Wild,22,0.618,0.338,0.28,HP,
WildE_20191024,20191024,WildE,Wild,23,0.527,0.52,0.007,HP,
WildE_20191024,20191024,WildE,Wild,24,0.452,0.439,0.013,HP,
WildE_20191024,20191024,WildE,Wild,25,0.545,0.487,0.058,HP,
WildE_20191024,20191024,WildE,Wild,26,0.642,0.478,0.164,HP,
WildE_20191024,20191024,WildE,Wild,27,0.518,0.491,0.027,HP,
WildE_20191024,20191024,WildE,Wild,28,0.594,0.447,0.147,HP,
WildE_20191024,20191024,WildE,Wild,29,0.544,0.481,0.063,HP,
WildE_20191024,20191024,WildE,Wild,30,0.545,0.43,0.115,HP,
WildE_20191024,20191024,WildE,Wild,31,0.516,0.48,0.036,HP,
WildE_20191024,20191024,WildE,Wild,32,0.561,0.552,0.009,HP,
WildE_20191024,20191024,WildE,Wild,33,0.388,0.27,0.118,HP,
