Photo_ID,Date,Sample_ID,Origin,Egg_number,Diameter1_long,Diameter2_short,,Tech,Note
14_20191021,20191021,14,Nursery,25,0.669,0.476,0.193,HP,
14_20191021,20191021,14,Nursery,26,0.664,0.449,0.215,HP,
14_20191021,20191021,14,Nursery,27,0.732,0.532,0.2,HP,
14_20191021,20191021,14,Nursery,28,0.572,0.505,0.067,HP,
14_20191021,20191021,14,Nursery,29,0.628,0.541,0.087,HP,
14_20191021,20191021,14,Nursery,30,0.559,0.405,0.154,HP,
14_20191021,20191021,14,Nursery,31,0.715,0.492,0.223,HP,
14_20191021,20191021,14,Nursery,32,0.805,0.268,0.537,HP,
14_20191021,20191021,14,Nursery,33,0.598,0.479,0.119,HP,
14_20191021,20191021,14,Nursery,34,0.584,0.505,0.079,HP,
14_20191021,20191021,14,Nursery,35,0.561,0.531,0.03,HP,
14_20191021,20191021,14,Nursery,36,0.524,0.428,0.096,HP,
14_20191021,20191021,14,Nursery,37,0.498,0.428,0.07,HP,
14_20191021,20191021,14,Nursery,38,0.537,0.331,0.206,HP,
14_20191021,20191021,14,Nursery,39,0.618,0.479,0.139,HP,
14_20191021,20191021,14,Nursery,40,0.633,0.493,0.14,HP,
14_20191021,20191021,14,Nursery,41,0.63,0.509,0.121,HP,
12C1_20191021,20191021,12,Nursery,1,0.54,0.406,0.134,HP,
12C1_20191021,20191021,12,Nursery,2,0.538,0.44,0.098,HP,
12C1_20191021,20191021,12,Nursery,3,0.509,0.46,0.049,HP,
12C1_20191021,20191021,12,Nursery,4,0.489,0.422,0.067,HP,
12C1_20191021,20191021,12,Nursery,5,0.464,0.439,0.025,HP,
12C1_20191021,20191021,12,Nursery,6,0.48,0.452,0.028,HP,
12C1_20191021,20191021,12,Nursery,7,0.502,0.446,0.056,HP,
12C1_20191021,20191021,12,Nursery,8,0.513,0.456,0.057,HP,
12C1_20191021,20191021,12,Nursery,9,0.562,0.385,0.177,HP,
12C1_20191021,20191021,12,Nursery,10,0.487,0.456,0.031,HP,
12C1_20191021,20191021,12,Nursery,11,0.503,0.471,0.032,HP,
12C1_20191021,20191021,12,Nursery,12,0.438,0.352,0.086,HP,
12C1_20191021,20191021,12,Nursery,13,0.459,0.408,0.051,HP,
12C1_20191021,20191021,12,Nursery,14,0.507,0.373,0.134,HP,
12C1_20191021,20191021,12,Nursery,15,0.562,0.406,0.156,HP,
12C1_20191021,20191021,12,Nursery,16,0.458,0.411,0.047,HP,
12C1_20191021,20191021,12,Nursery,17,0.429,0.397,0.032,HP,
12C1_20191021,20191021,12,Nursery,18,0.501,0.444,0.057,HP,
12C1_20191021,20191021,12,Nursery,19,0.492,0.486,0.006,HP,
12C1_20191021,20191021,12,Nursery,20,0.474,0.44,0.034,HP,
12C1_20191021,20191021,12,Nursery,21,0.447,0.436,0.011,HP,
12C1_20191021,20191021,12,Nursery,22,0.411,0.399,0.012,HP,
12C1_20191021,20191021,12,Nursery,23,0.427,0.381,0.046,HP,
12C1_20191021,20191021,12,Nursery,24,0.499,0.447,0.052,HP,
12C1_20191021,20191021,12,Nursery,25,0.441,0.402,0.039,HP,
12C1_20191021,20191021,12,Nursery,26,0.488,0.417,0.071,HP,
12C1_20191021,20191021,12,Nursery,27,0.456,0.416,0.04,HP,
12C1_20191021,20191021,12,Nursery,28,0.427,0.38,0.047,HP,
12C1_20191021,20191021,12,Nursery,29,0.458,0.393,0.065,HP,
12C1_20191021,20191021,12,Nursery,30,0.404,0.38,0.024,HP,
12C1_20191021,20191021,12,Nursery,31,0.477,0.427,0.05,HP,
12C1_20191021,20191021,12,Nursery,32,0.534,0.445,0.089,HP,
12C1_20191021,20191021,12,Nursery,33,0.388,0.362,0.026,HP,
12C1_20191021,20191021,12,Nursery,34,0.501,0.467,0.034,HP,
12C1_20191021,20191021,12,Nursery,35,0.45,0.343,0.107,HP,
12C1_20191021,20191021,12,Nursery,36,0.475,0.471,0.004,HP,
12C1_20191021,20191021,12,Nursery,37,0.458,0.442,0.016,HP,
12C1_20191021,20191021,12,Nursery,38,0.478,0.447,0.031,HP,
12C1_20191021,20191021,12,Nursery,39,0.444,0.409,0.035,HP,
12C1_20191021,20191021,12,Nursery,40,0.442,0.407,0.035,HP,
12C1_20191021,20191021,12,Nursery,41,0.492,0.429,0.063,HP,
12C1_20191021,20191021,12,Nursery,42,0.507,0.354,0.153,HP,
12C1_20191021,20191021,12,Nursery,43,0.503,0.456,0.047,HP,
12C1_20191021,20191021,12,Nursery,44,0.527,0.44,0.087,HP,
12C1_20191021,20191021,12,Nursery,45,0.504,0.495,0.009,HP,
12C1_20191021,20191021,12,Nursery,46,0.535,0.464,0.071,HP,
12C1_20191021,20191021,12,Nursery,47,0.52,0.413,0.107,HP,
12C1_20191021,20191021,12,Nursery,48,0.485,0.484,0.001,HP,
12C1_20191021,20191021,12,Nursery,49,0.464,0.451,0.013,HP,
12C1_20191021,20191021,12,Nursery,50,0.521,0.454,0.067,HP,
12C1_20191021,20191021,12,Nursery,51,0.509,0.464,0.045,HP,
12C1_20191021,20191021,12,Nursery,52,0.495,0.442,0.053,HP,
12C1_20191021,20191021,12,Nursery,53,0.482,0.458,0.024,HP,
12C1_20191021,20191021,12,Nursery,54,0.404,0.401,0.003,HP,
12C1_20191021,20191021,12,Nursery,55,0.471,0.369,0.102,HP,
10_20191023,20191023,10,Nursery,1,0.828,0.383,0.445,HP,
10_20191023,20191023,10,Nursery,2,0.768,0.414,0.354,HP,
10_20191023,20191023,10,Nursery,3,0.629,0.411,0.218,HP,
10_20191023,20191023,10,Nursery,4,0.814,0.319,0.495,HP,
10_20191023,20191023,10,Nursery,5,0.71,0.346,0.364,HP,
10_20191023,20191023,10,Nursery,6,0.525,0.417,0.108,HP,
10_20191023,20191023,10,Nursery,7,0.76,0.422,0.338,HP,
10_20191023,20191023,10,Nursery,8,0.754,0.295,0.459,HP,
10_20191023,20191023,10,Nursery,9,0.578,0.43,0.148,HP,
10_20191023,20191023,10,Nursery,10,0.566,0.423,0.143,HP,
10_20191023,20191023,10,Nursery,11,0.464,0.391,0.073,HP,
10_20191023,20191023,10,Nursery,12,0.511,0.494,0.017,HP,
10_20191023,20191023,10,Nursery,13,0.799,0.371,0.428,HP,
10_20191023,20191023,10,Nursery,14,0.735,0.39,0.345,HP,
10_20191023,20191023,10,Nursery,15,0.611,0.405,0.206,HP,
10_20191023,20191023,10,Nursery,16,0.617,0.369,0.248,HP,
10_20191023,20191023,10,Nursery,17,0.504,0.407,0.097,HP,
10_20191023,20191023,10,Nursery,18,0.605,0.467,0.138,HP,
10_20191023,20191023,10,Nursery,19,0.708,0.29,0.418,HP,
10_20191023,20191023,10,Nursery,20,0.695,0.357,0.338,HP,
10_20191023,20191023,10,Nursery,21,0.627,0.447,0.18,HP,
10_20191023,20191023,10,Nursery,22,0.612,0.463,0.149,HP,
10_20191023,20191023,10,Nursery,23,0.596,0.346,0.25,HP,
10_20191023,20191023,10,Nursery,24,0.529,0.431,0.098,HP,
10_20191023,20191023,10,Nursery,25,0.506,0.426,0.08,HP,
10_20191023,20191023,10,Nursery,26,0.448,0.338,0.11,HP,
10_20191023,20191023,10,Nursery,27,0.832,0.31,0.522,HP,
10_20191023,20191023,10,Nursery,28,0.628,0.271,0.357,HP,
10_20191023,20191023,10,Nursery,29,0.418,0.353,0.065,HP,
10_20191023,20191023,10,Nursery,30,0.497,0.346,0.151,HP,
10_20191023,20191023,10,Nursery,31,0.535,0.508,0.027,HP,
10_20191023,20191023,10,Nursery,32,0.623,0.431,0.192,HP,
10_20191023,20191023,10,Nursery,33,0.726,0.309,0.417,HP,
10_20191023,20191023,10,Nursery,34,0.582,0.4,0.182,HP,
10_20191023,20191023,10,Nursery,35,0.429,0.424,0.005,HP,
10_20191023,20191023,10,Nursery,36,0.448,0.323,0.125,HP,
10_20191023,20191023,10,Nursery,37,0.58,0.436,0.144,HP,
10_20191023,20191023,10,Nursery,38,0.633,0.427,0.206,HP,
10_20191023,20191023,10,Nursery,39,0.794,0.444,0.35,HP,
10_20191023,20191023,10,Nursery,40,0.4,0.367,0.033,HP,
10_20191023,20191023,10,Nursery,41,0.507,0.466,0.041,HP,
10_20191023,20191023,10,Nursery,42,0.468,0.463,0.005,HP,
10_20191023,20191023,10,Nursery,43,0.566,0.331,0.235,HP,
10_20191023,20191023,10,Nursery,44,0.619,0.382,0.237,HP,
10_20191023,20191023,10,Nursery,45,0.572,0.486,0.086,HP,
10_20191023,20191023,10,Nursery,46,0.628,0.414,0.214,HP,
10_20191023,20191023,10,Nursery,47,0.656,0.44,0.216,HP,
10_20191023,20191023,10,Nursery,48,0.688,0.357,0.331,HP,
10_20191023,20191023,10,Nursery,49,0.59,0.416,0.174,HP,
10_20191023,20191023,10,Nursery,50,0.516,0.408,0.108,HP,
10_20191023,20191023,10,Nursery,51,0.586,0.392,0.194,HP,
10_20191023,20191023,10,Nursery,52,0.466,0.369,0.097,HP,
10_20191023,20191023,10,Nursery,53,0.618,0.434,0.184,HP,
10_20191023,20191023,10,Nursery,54,0.423,0.304,0.119,HP,
10_20191023,20191023,10,Nursery,55,0.471,0.323,0.148,HP,
Wild_6,20191021,Wild6,Wild,1,0.668,0.438,0.23,HP,
Wild_6,20191021,Wild6,Wild,2,0.492,0.475,0.017,HP,
Wild_6,20191021,Wild6,Wild,3,0.502,0.474,0.028,HP,
Wild_6,20191021,Wild6,Wild,4,0.568,0.536,0.032,HP,
Wild_6,20191021,Wild6,Wild,5,0.617,0.546,0.071,HP,
Wild_6,20191021,Wild6,Wild,6,0.509,0.447,0.062,HP,
Wild_6,20191021,Wild6,Wild,7,0.6,0.522,0.078,HP,
Wild_6,20191021,Wild6,Wild,8,0.573,0.528,0.045,HP,
Wild_6,20191021,Wild6,Wild,9,0.635,0.362,0.273,HP,
Wild_6,20191021,Wild6,Wild,10,0.572,0.525,0.047,HP,
Wild_6,20191021,Wild6,Wild,11,0.643,0.525,0.118,HP,
Wild_6,20191021,Wild6,Wild,12,0.674,0.489,0.185,HP,
Wild_6,20191021,Wild6,Wild,13,0.651,0.467,0.184,HP,
Wild_6,20191021,Wild6,Wild,14,0.662,0.466,0.196,HP,
Wild_6,20191021,Wild6,Wild,15,0.639,0.527,0.112,HP,
Wild_6,20191021,Wild6,Wild,16,0.536,0.528,0.008,HP,
Wild_6,20191021,Wild6,Wild,17,0.45,0.433,0.017,HP,
Wild_6,20191021,Wild6,Wild,18,0.521,0.47,0.051,HP,
Wild_6,20191021,Wild6,Wild,19,0.537,0.476,0.061,HP,
Wild_6,20191021,Wild6,Wild,20,0.491,0.473,0.018,HP,
Wild_6,20191021,Wild6,Wild,21,0.568,0.52,0.048,HP,
Wild_6,20191021,Wild6,Wild,22,0.647,0.492,0.155,HP,
Wild_6,20191021,Wild6,Wild,23,0.543,0.425,0.118,HP,
Wild_6,20191021,Wild6,Wild,24,0.602,0.416,0.186,HP,
Wild_6,20191021,Wild6,Wild,25,0.456,0.446,0.01,HP,
Wild_6,20191021,Wild6,Wild,26,0.543,0.542,0.001,HP,
Wild_6,20191021,Wild6,Wild,27,0.611,0.61,0.001,HP,
Wild_6,20191021,Wild6,Wild,28,0.505,0.383,0.122,HP,
Wild_6,20191021,Wild6,Wild,29,0.574,0.365,0.209,HP,
Wild_6,20191021,Wild6,Wild,30,0.605,0.402,0.203,HP,
Wild_6,20191021,Wild6,Wild,31,0.635,0.502,0.133,HP,
Wild_6,20191021,Wild6,Wild,32,0.548,0.496,0.052,HP,
Wild_6,20191021,Wild6,Wild,33,0.505,0.492,0.013,HP,
Wild_6,20191021,Wild6,Wild,34,0.501,0.386,0.115,HP,
Wild_6,20191021,Wild6,Wild,35,0.527,0.365,0.162,HP,
Wild_6,20191021,Wild6,Wild,36,0.522,0.44,0.082,HP,
Wild_6,20191021,Wild6,Wild,37,0.488,0.471,0.017,HP,
Wild_6,20191021,Wild6,Wild,38,0.564,0.498,0.066,HP,
Wild_6,20191021,Wild6,Wild,39,0.526,0.432,0.094,HP,
Wild_6,20191021,Wild6,Wild,40,0.62,0.331,0.289,HP,
Wild_6,20191021,Wild6,Wild,41,0.562,0.475,0.087,HP,
Wild_6,20191021,Wild6,Wild,42,0.457,0.386,0.071,HP,
Wild_6,20191021,Wild6,Wild,43,0.515,0.368,0.147,HP,
Wild_6,20191021,Wild6,Wild,44,0.529,0.463,0.066,HP,
Wild_6,20191021,Wild6,Wild,45,0.56,0.394,0.166,HP,
Wild_6,20191021,Wild6,Wild,46,0.583,0.48,0.103,HP,
Wild_6,20191021,Wild6,Wild,47,0.598,0.499,0.099,HP,
Wild_6,20191021,Wild6,Wild,48,0.619,0.381,0.238,HP,
Wild_6,20191021,Wild6,Wild,49,0.401,0.393,0.008,HP,
Wild_6,20191021,Wild6,Wild,50,0.644,0.348,0.296,HP,
Wild_6,20191021,Wild6,Wild,51,0.542,0.505,0.037,HP,
Wild_6,20191021,Wild6,Wild,52,0.432,0.413,0.019,HP,
Wild_6,20191021,Wild6,Wild,53,0.521,0.492,0.029,HP,
Wild_6,20191021,Wild6,Wild,54,0.613,0.608,0.005,HP,
Wild_6,20191021,Wild6,Wild,55,0.557,0.468,0.089,HP,
Wild_6,20191021,Wild6,Wild,56,0.589,0.427,0.162,HP,
Wild_6,20191021,Wild6,Wild,57,0.542,0.508,0.034,HP,
Wild_6,20191021,Wild6,Wild,58,0.599,0.346,0.253,HP,
Wild_6,20191021,Wild6,Wild,59,0.558,0.394,0.164,HP,
Wild_6,20191021,Wild6,Wild,60,0.582,0.464,0.118,HP,
Wild_6,20191021,Wild6,Wild,61,0.526,0.501,0.025,HP,
Wild_6,20191021,Wild6,Wild,62,0.549,0.458,0.091,HP,
Wild_6,20191021,Wild6,Wild,63,0.54,0.492,0.048,HP,
Wild_6,20191021,Wild6,Wild,64,0.473,0.434,0.039,HP,
Wild_6,20191021,Wild6,Wild,65,0.595,0.437,0.158,HP,
WildA_20191021,20191021,WildA,Wild,1,0.543,0.476,0.067,HP,
WildA_20191021,20191021,WildA,Wild,2,0.495,0.486,0.009,HP,
WildA_20191021,20191021,WildA,Wild,3,0.414,0.396,0.018,HP,
WildA_20191021,20191021,WildA,Wild,4,0.532,0.525,0.007,HP,
WildA_20191021,20191021,WildA,Wild,5,0.516,0.447,0.069,HP,
WildA_20191021,20191021,WildA,Wild,6,0.472,0.452,0.02,HP,
WildA_20191021,20191021,WildA,Wild,7,0.531,0.487,0.044,HP,
WildA_20191021,20191021,WildA,Wild,8,0.474,0.438,0.036,HP,
WildA_20191021,20191021,WildA,Wild,9,0.538,0.535,0.003,HP,
WildA_20191021,20191021,WildA,Wild,10,0.478,0.475,0.003,HP,
WildA_20191021,20191021,WildA,Wild,11,0.525,0.513,0.012,HP,
WildA_20191021,20191021,WildA,Wild,12,0.496,0.461,0.035,HP,
WildA_20191021,20191021,WildA,Wild,13,0.509,0.418,0.091,HP,
WildA_20191021,20191021,WildA,Wild,14,0.599,0.462,0.137,HP,
WildA_20191021,20191021,WildA,Wild,15,0.447,0.436,0.011,HP,
WildA_20191021,20191021,WildA,Wild,16,0.375,0.363,0.012,HP,
WildA_20191021,20191021,WildA,Wild,17,0.508,0.436,0.072,HP,
WildA_20191021,20191021,WildA,Wild,18,0.437,0.428,0.009,HP,
WildA_20191021,20191021,WildA,Wild,19,0.52,0.469,0.051,HP,
WildA_20191021,20191021,WildA,Wild,20,0.549,0.432,0.117,HP,
WildA_20191021,20191021,WildA,Wild,21,0.461,0.412,0.049,HP,
WildA_20191021,20191021,WildA,Wild,22,0.45,0.445,0.005,HP,
WildA_20191021,20191021,WildA,Wild,23,0.537,0.52,0.017,HP,
WildA_20191021,20191021,WildA,Wild,24,0.511,0.475,0.036,HP,
WildA_20191021,20191021,WildA,Wild,25,0.507,0.499,0.008,HP,
WildA_20191021,20191021,WildA,Wild,26,0.504,0.486,0.018,HP,
WildA_20191021,20191021,WildA,Wild,27,0.567,0.507,0.06,HP,
WildA_20191021,20191021,WildA,Wild,28,0.549,0.47,0.079,HP,
WildA_20191021,20191021,WildA,Wild,29,0.495,0.442,0.053,HP,
WildA_20191021,20191021,WildA,Wild,30,0.534,0.473,0.061,HP,
WildA_20191021,20191021,WildA,Wild,31,0.527,0.446,0.081,HP,
WildA_20191021,20191021,WildA,Wild,32,0.478,0.413,0.065,HP,
WildA_20191021,20191021,WildA,Wild,33,0.534,0.516,0.018,HP,
WildA_20191021,20191021,WildA,Wild,34,0.54,0.443,0.097,HP,
WildA_20191021,20191021,WildA,Wild,35,0.587,0.527,0.06,HP,
WildA_20191021,20191021,WildA,Wild,36,0.531,0.475,0.056,HP,
WildA_20191021,20191021,WildA,Wild,37,0.423,0.419,0.004,HP,
WildA_20191021,20191021,WildA,Wild,38,0.542,0.512,0.03,HP,
WildA_20191021,20191021,WildA,Wild,39,0.492,0.481,0.011,HP,
WildA_20191021,20191021,WildA,Wild,40,0.573,0.446,0.127,HP,
WildA_20191021,20191021,WildA,Wild,41,0.592,0.531,0.061,HP,
WildA_20191021,20191021,WildA,Wild,42,0.444,0.444,0,HP,
WildA_20191021,20191021,WildA,Wild,43,0.53,0.436,0.094,HP,
WildA_20191021,20191021,WildA,Wild,44,0.556,0.503,0.053,HP,
WildA_20191021,20191021,WildA,Wild,45,0.516,0.444,0.072,HP,
WildA_20191021,20191021,WildA,Wild,46,0.492,0.473,0.019,HP,
WildA_20191021,20191021,WildA,Wild,47,0.49,0.416,0.074,HP,
WildA_20191021,20191021,WildA,Wild,48,0.565,0.511,0.054,HP,
WildA_20191021,20191021,WildA,Wild,49,0.559,0.448,0.111,HP,
WildA_20191021,20191021,WildA,Wild,50,0.506,0.492,0.014,HP,
WildA_20191021,20191021,WildA,Wild,51,0.488,0.469,0.019,HP,
WildA_20191021,20191021,WildA,Wild,52,0.523,0.444,0.079,HP,
WildA_20191021,20191021,WildA,Wild,53,0.452,0.45,0.002,HP,
WildA_20191021,20191021,WildA,Wild,54,0.504,0.475,0.029,HP,
WildA_20191021,20191021,WildA,Wild,55,0.385,0.379,0.006,HP,
WildA_20191021,20191021,WildA,Wild,56,0.477,0.434,0.043,HP,
WildA_20191021,20191021,WildA,Wild,57,0.458,0.455,0.003,HP,
WildA_20191021,20191021,WildA,Wild,58,0.511,0.505,0.006,HP,
WildA_20191021,20191021,WildA,Wild,59,0.454,0.421,0.033,HP,
WildA_20191021,20191021,WildA,Wild,60,0.52,0.442,0.078,HP,
WildA_20191021,20191021,WildA,Wild,61,0.538,0.504,0.034,HP,
WildA_20191021,20191021,WildA,Wild,62,0.495,0.444,0.051,HP,
WildA_20191021,20191021,WildA,Wild,63,0.582,0.52,0.062,HP,
WildA_20191021,20191021,WildA,Wild,64,0.575,0.415,0.16,HP,
WildA_20191021,20191021,WildA,Wild,65,0.55,0.468,0.082,HP,
WildA_20191021,20191021,WildA,Wild,66,0.515,0.463,0.052,HP,
WildA_20191021,20191021,WildA,Wild,67,0.472,0.426,0.046,HP,
WildA_20191021,20191021,WildA,Wild,68,0.483,0.448,0.035,HP,
WildB_20191024,20191024,WildB,Wild,1,0.416,0.393,0.023,HP,
WildB_20191024,20191024,WildB,Wild,2,0.37,0.356,0.014,HP,
WildB_20191024,20191024,WildB,Wild,3,0.447,0.394,0.053,HP,
WildB_20191024,20191024,WildB,Wild,4,0.442,0.405,0.037,HP,
WildB_20191024,20191024,WildB,Wild,5,0.427,0.388,0.039,HP,
WildB_20191024,20191024,WildB,Wild,6,0.45,0.449,0.001,HP,
WildB_20191024,20191024,WildB,Wild,7,0.453,0.411,0.042,HP,
WildB_20191024,20191024,WildB,Wild,8,0.43,0.428,0.002,HP,
WildB_20191024,20191024,WildB,Wild,9,0.422,0.41,0.012,HP,
WildB_20191024,20191024,WildB,Wild,10,0.406,0.381,0.025,HP,
WildB_20191024,20191024,WildB,Wild,11,0.462,0.427,0.035,HP,
WildB_20191024,20191024,WildB,Wild,12,0.435,0.39,0.045,HP,
WildB_20191024,20191024,WildB,Wild,13,0.433,0.412,0.021,HP,
WildB_20191024,20191024,WildB,Wild,14,0.451,0.381,0.07,HP,
WildB_20191024,20191024,WildB,Wild,15,0.429,0.379,0.05,HP,
WildB_20191024,20191024,WildB,Wild,16,0.455,0.346,0.109,HP,
WildB_20191024,20191024,WildB,Wild,17,0.446,0.377,0.069,HP,
WildB_20191024,20191024,WildB,Wild,18,0.401,0.364,0.037,HP,
WildB_20191024,20191024,WildB,Wild,19,0.419,0.396,0.023,HP,
WildB_20191024,20191024,WildB,Wild,20,0.392,0.364,0.028,HP,
WildB_20191024,20191024,WildB,Wild,21,0.465,0.454,0.011,HP,
WildB_20191024,20191024,WildB,Wild,22,0.443,0.404,0.039,HP,
WildB_20191024,20191024,WildB,Wild,23,0.434,0.426,0.008,HP,
WildB_20191024,20191024,WildB,Wild,24,0.424,0.363,0.061,HP,
WildB_20191024,20191024,WildB,Wild,25,0.443,0.373,0.07,HP,
WildB_20191024,20191024,WildB,Wild,26,0.421,0.405,0.016,HP,
WildB_20191024,20191024,WildB,Wild,27,0.464,0.371,0.093,HP,
WildB_20191024,20191024,WildB,Wild,28,0.447,0.425,0.022,HP,
WildB_20191024,20191024,WildB,Wild,29,0.472,0.393,0.079,HP,
WildB_20191024,20191024,WildB,Wild,30,0.427,0.426,0.001,HP,
WildB_20191024,20191024,WildB,Wild,31,0.546,0.31,0.236,HP,
WildB_20191024,20191024,WildB,Wild,32,0.481,0.421,0.06,HP,
WildB_20191024,20191024,WildB,Wild,33,0.423,0.399,0.024,HP,
WildB_20191024,20191024,WildB,Wild,34,0.495,0.428,0.067,HP,
WildB_20191024,20191024,WildB,Wild,35,0.459,0.392,0.067,HP,
WildB_20191024,20191024,WildB,Wild,36,0.439,0.412,0.027,HP,
WildB_20191024,20191024,WildB,Wild,37,0.476,0.349,0.127,HP,
WildB_20191024,20191024,WildB,Wild,38,0.395,0.322,0.073,HP,
WildB_20191024,20191024,WildB,Wild,39,0.43,0.39,0.04,HP,
WildB_20191024,20191024,WildB,Wild,40,0.468,0.389,0.079,HP,
WildB_20191024,20191024,WildB,Wild,41,0.412,0.358,0.054,HP,
WildB_20191024,20191024,WildB,Wild,42,0.463,0.423,0.04,HP,
WildB_20191024,20191024,WildB,Wild,43,0.455,0.365,0.09,HP,
WildB_20191024,20191024,WildB,Wild,44,0.415,0.39,0.025,HP,
WildB_20191024,20191024,WildB,Wild,45,0.426,0.422,0.004,HP,
WildB_20191024,20191024,WildB,Wild,46,0.453,0.431,0.022,HP,
WildB_20191024,20191024,WildB,Wild,47,0.401,0.387,0.014,HP,
WildB_20191024,20191024,WildB,Wild,48,0.419,0.415,0.004,HP,
WildB_20191024,20191024,WildB,Wild,49,0.441,0.395,0.046,HP,
WildC_20191024,20191024,WildC,Wild,1,0.412,0.394,0.018,HP,
WildC_20191024,20191024,WildC,Wild,2,0.42,0.401,0.019,HP,
WildC_20191024,20191024,WildC,Wild,3,0.458,0.354,0.104,HP,
WildC_20191024,20191024,WildC,Wild,4,0.436,0.34,0.096,HP,
WildC_20191024,20191024,WildC,Wild,5,0.446,0.387,0.059,HP,
WildC_20191024,20191024,WildC,Wild,6,0.457,0.387,0.07,HP,
WildC_20191024,20191024,WildC,Wild,7,0.435,0.417,0.018,HP,
WildC_20191024,20191024,WildC,Wild,8,0.397,0.3,0.097,HP,
WildC_20191024,20191024,WildC,Wild,9,0.359,0.338,0.021,HP,
WildC_20191024,20191024,WildC,Wild,10,0.454,0.403,0.051,HP,
WildC_20191024,20191024,WildC,Wild,11,0.386,0.346,0.04,HP,
WildC_20191024,20191024,WildC,Wild,12,0.409,0.372,0.037,HP,
WildC_20191024,20191024,WildC,Wild,13,0.474,0.409,0.065,HP,
WildC_20191024,20191024,WildC,Wild,14,0.388,0.357,0.031,HP,
WildC_20191024,20191024,WildC,Wild,15,0.441,0.429,0.012,HP,
WildC_20191024,20191024,WildC,Wild,16,0.399,0.307,0.092,HP,
WildC_20191024,20191024,WildC,Wild,17,0.472,0.424,0.048,HP,
WildC_20191024,20191024,WildC,Wild,18,0.48,0.43,0.05,HP,
WildC_20191024,20191024,WildC,Wild,19,0.423,0.386,0.037,HP,
WildC_20191024,20191024,WildC,Wild,20,0.442,0.435,0.007,HP,
WildC_20191024,20191024,WildC,Wild,21,0.39,0.354,0.036,HP,
WildC_20191024,20191024,WildC,Wild,22,0.403,0.368,0.035,HP,
WildC_20191024,20191024,WildC,Wild,23,0.413,0.409,0.004,HP,
WildC_20191024,20191024,WildC,Wild,24,0.372,0.328,0.044,HP,
WildC_20191024,20191024,WildC,Wild,25,0.439,0.424,0.015,HP,
WildC_20191024,20191024,WildC,Wild,26,0.43,0.402,0.028,HP,
WildC_20191024,20191024,WildC,Wild,27,0.432,0.401,0.031,HP,
WildC_20191024,20191024,WildC,Wild,28,0.401,0.386,0.015,HP,
WildC_20191024,20191024,WildC,Wild,29,0.467,0.411,0.056,HP,
WildC_20191024,20191024,WildC,Wild,30,0.45,0.431,0.019,HP,
WildC_20191024,20191024,WildC,Wild,31,0.42,0.392,0.028,HP,
WildC_20191024,20191024,WildC,Wild,32,0.449,0.427,0.022,HP,
WildC_20191024,20191024,WildC,Wild,33,0.433,0.426,0.007,HP,
WildC_20191024,20191024,WildC,Wild,34,0.399,0.34,0.059,HP,
WildC_20191024,20191024,WildC,Wild,35,0.439,0.349,0.09,HP,
WildC_20191024,20191024,WildC,Wild,36,0.477,0.431,0.046,HP,
WildC_20191024,20191024,WildC,Wild,37,0.413,0.413,0,HP,
WildC_20191024,20191024,WildC,Wild,38,0.502,0.383,0.119,HP,
WildC_20191024,20191024,WildC,Wild,39,0.455,0.453,0.002,HP,
WildD_20191024,20191024,WildD,Wild,1,0.407,0.333,0.074,HP,
WildD_20191024,20191024,WildD,Wild,2,0.439,0.359,0.08,HP,
WildD_20191024,20191024,WildD,Wild,3,0.414,0.336,0.078,HP,
WildD_20191024,20191024,WildD,Wild,4,0.347,0.254,0.093,HP,
WildD_20191024,20191024,WildD,Wild,5,0.373,0.318,0.055,HP,
WildD_20191024,20191024,WildD,Wild,6,0.352,0.34,0.012,HP,
WildD_20191024,20191024,WildD,Wild,7,0.458,0.363,0.095,HP,
WildD_20191024,20191024,WildD,Wild,8,0.41,0.324,0.086,HP,
WildD_20191024,20191024,WildD,Wild,9,0.38,0.297,0.083,HP,
WildD_20191024,20191024,WildD,Wild,10,0.367,0.323,0.044,HP,
WildD_20191024,20191024,WildD,Wild,11,0.376,0.297,0.079,HP,
WildD_20191024,20191024,WildD,Wild,12,0.514,0.262,0.252,HP,
WildD_20191024,20191024,WildD,Wild,13,0.4,0.338,0.062,HP,
WildD_20191024,20191024,WildD,Wild,14,0.403,0.26,0.143,HP,
WildD_20191024,20191024,WildD,Wild,15,0.379,0.301,0.078,HP,
WildD_20191024,20191024,WildD,Wild,16,0.415,0.32,0.095,HP,
WildD_20191024,20191024,WildD,Wild,17,0.363,0.352,0.011,HP,
WildD_20191024,20191024,WildD,Wild,18,0.397,0.312,0.085,HP,
WildD_20191024,20191024,WildD,Wild,19,0.409,0.381,0.028,HP,
WildD_20191024,20191024,WildD,Wild,20,0.363,0.31,0.053,HP,
WildD_20191024,20191024,WildD,Wild,21,0.405,0.354,0.051,HP,
WildD_20191024,20191024,WildD,Wild,22,0.4,0.35,0.05,HP,
WildD_20191024,20191024,WildD,Wild,23,0.407,0.315,0.092,HP,
WildD_20191024,20191024,WildD,Wild,24,0.403,0.246,0.157,HP,
WildD_20191024,20191024,WildD,Wild,25,0.385,0.294,0.091,HP,
WildD_20191024,20191024,WildD,Wild,26,0.303,0.277,0.026,HP,
WildD_20191024,20191024,WildD,Wild,27,0.396,0.352,0.044,HP,
WildD_20191024,20191024,WildD,Wild,28,0.412,0.313,0.099,HP,
