Photo_ID,Date,Sample_ID,Origin,Egg_number,Diameter1_long_cm,Diameter2_short_cm,Diam_long_mm,Diam_short_mm,Tech,Note
Apul_87_20201007,20201007,Apul_87,Mahana,17,0.072,0.055,0.72,0.55,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,18,0.07,0.051,0.7,0.51,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,19,0.079,0.046,0.79,0.46,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,20,0.078,0.055,0.78,0.55,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,21,0.077,0.058,0.77,0.58,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,22,0.062,0.053,0.62,0.53,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,23,0.074,0.049,0.74,0.49,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,24,0.061,0.061,0.61,0.61,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,25,0.067,0.053,0.67,0.53,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,26,0.054,0.059,0.54,0.59,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,27,0.065,0.061,0.65,0.61,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,28,0.078,0.057,0.78,0.57,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,29,0.074,0.061,0.74,0.61,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,30,0.066,0.058,0.66,0.58,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,31,0.073,0.065,0.73,0.65,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,32,0.071,0.053,0.71,0.53,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,33,0.062,0.055,0.62,0.55,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,34,0.075,0.058,0.75,0.58,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,35,0.064,0.046,0.64,0.46,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,36,0.063,0.054,0.63,0.54,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,37,0.073,0.051,0.73,0.51,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,38,0.063,0.038,0.63,0.38,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,39,0.074,0.059,0.74,0.59,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,40,0.061,0.052,0.61,0.52,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,41,0.077,0.065,0.77,0.65,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,42,0.065,0.073,0.65,0.73,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,43,0.076,0.049,0.76,0.49,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,44,0.076,0.058,0.76,0.58,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,45,0.065,0.047,0.65,0.47,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,46,0.062,0.066,0.62,0.66,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,47,0.072,0.069,0.72,0.69,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,48,0.052,0.053,0.52,0.53,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,49,0.069,0.058,0.69,0.58,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,50,0.055,0.042,0.55,0.42,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,51,0.077,0.051,0.77,0.51,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,52,0.071,0.043,0.71,0.43,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,53,0.064,0.056,0.64,0.56,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,54,0.074,0.036,0.74,0.36,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,55,0.071,0.062,0.71,0.62,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,56,0.075,0.059,0.75,0.59,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,57,0.074,0.064,0.74,0.64,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,58,0.079,0.059,0.79,0.59,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,59,0.07,0.043,0.7,0.43,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,60,0.073,0.05,0.73,0.5,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,61,0.073,0.061,0.73,0.61,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,62,0.084,0.06,0.84,0.6,DC,
Apul_87_20201007,20201007,Apul_87,Mahana,63,0.077,0.032,0.77,0.32,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,1,0.069,0.037,0.69,0.37,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,2,0.073,0.057,0.73,0.57,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,3,0.076,0.053,0.76,0.53,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,4,0.058,0.043,0.58,0.43,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,5,0.062,0.064,0.62,0.64,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,6,0.067,0.045,0.67,0.45,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,7,0.063,0.046,0.63,0.46,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,8,0.067,0.05,0.67,0.5,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,9,0.053,0.06,0.53,0.6,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,10,0.08,0.062,0.8,0.62,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,11,0.068,0.062,0.68,0.62,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,12,0.076,0.063,0.76,0.63,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,13,0.06,0.046,0.6,0.46,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,14,0.097,0.052,0.97,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,15,0.092,0.048,0.92,0.48,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,16,0.073,0.058,0.73,0.58,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,17,0.073,0.064,0.73,0.64,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,18,0.067,0.053,0.67,0.53,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,19,0.067,0.057,0.67,0.57,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,20,0.077,0.051,0.77,0.51,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,21,0.078,0.05,0.78,0.5,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,22,0.067,0.042,0.67,0.42,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,23,0.072,0.058,0.72,0.58,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,24,0.071,0.061,0.71,0.61,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,25,0.07,0.056,0.7,0.56,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,26,0.063,0.04,0.63,0.4,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,27,0.063,0.055,0.63,0.55,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,28,0.068,0.049,0.68,0.49,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,29,0.082,0.052,0.82,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,30,0.063,0.043,0.63,0.43,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,31,0.074,0.063,0.74,0.63,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,32,0.07,0.06,0.7,0.6,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,33,0.076,0.046,0.76,0.46,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,34,0.074,0.057,0.74,0.57,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,35,0.091,0.059,0.91,0.59,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,36,0.077,0.05,0.77,0.5,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,37,0.068,0.055,0.68,0.55,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,38,0.073,0.052,0.73,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,39,0.07,0.059,0.7,0.59,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,40,0.057,0.066,0.57,0.66,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,41,0.062,0.047,0.62,0.47,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,42,0.079,0.057,0.79,0.57,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,43,0.071,0.054,0.71,0.54,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,44,0.074,0.046,0.74,0.46,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,45,0.076,0.05,0.76,0.5,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,46,0.078,0.067,0.78,0.67,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,47,0.071,0.052,0.71,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,48,0.06,0.048,0.6,0.48,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,49,0.071,0.059,0.71,0.59,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,50,0.063,0.052,0.63,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,51,0.068,0.049,0.68,0.49,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,52,0.077,0.071,0.77,0.71,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,53,0.053,0.052,0.53,0.52,DC,
Apul_201_20201007,20201007,Apul_201,Mahana,54,0.073,0.061,0.73,0.61,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,1,0.055,0.042,0.55,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,2,0.064,0.042,0.64,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,3,0.047,0.036,0.47,0.36,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,4,0.066,0.045,0.66,0.45,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,5,0.057,0.039,0.57,0.39,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,6,0.056,0.031,0.56,0.31,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,7,0.052,0.044,0.52,0.44,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,8,0.061,0.043,0.61,0.43,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,9,0.06,0.043,0.6,0.43,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,10,0.04,0.041,0.4,0.41,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,11,0.047,0.04,0.47,0.4,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,12,0.047,0.035,0.47,0.35,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,13,0.068,0.053,0.68,0.53,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,14,0.054,0.037,0.54,0.37,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,15,0.052,0.04,0.52,0.4,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,16,0.058,0.047,0.58,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,17,0.049,0.041,0.49,0.41,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,18,0.056,0.037,0.56,0.37,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,19,0.057,0.051,0.57,0.51,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,20,0.049,0.035,0.49,0.35,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,21,0.056,0.06,0.56,0.6,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,22,0.053,0.037,0.53,0.37,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,23,0.058,0.055,0.58,0.55,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,24,0.056,0.043,0.56,0.43,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,25,0.047,0.047,0.47,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,26,0.066,0.05,0.66,0.5,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,27,0.063,0.046,0.63,0.46,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,28,0.055,0.056,0.55,0.56,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,29,0.048,0.048,0.48,0.48,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,30,0.062,0.056,0.62,0.56,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,31,0.076,0.056,0.76,0.56,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,32,0.052,0.045,0.52,0.45,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,33,0.059,0.042,0.59,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,34,0.054,0.048,0.54,0.48,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,35,0.052,0.052,0.52,0.52,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,36,0.053,0.044,0.53,0.44,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,37,0.051,0.037,0.51,0.37,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,38,0.056,0.051,0.56,0.51,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,39,0.058,0.047,0.58,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,40,0.062,0.038,0.62,0.38,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,41,0.065,0.045,0.65,0.45,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,42,0.055,0.047,0.55,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,43,0.055,0.046,0.55,0.46,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,44,0.076,0.039,0.76,0.39,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,45,0.056,0.049,0.56,0.49,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,46,0.053,0.047,0.53,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,47,0.064,0.055,0.64,0.55,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,48,0.074,0.058,0.74,0.58,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,49,0.05,0.044,0.5,0.44,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,50,0.068,0.048,0.68,0.48,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,51,0.053,0.047,0.53,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,52,0.047,0.047,0.47,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,53,0.057,0.04,0.57,0.4,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,54,0.052,0.052,0.52,0.52,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,55,0.05,0.038,0.5,0.38,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,56,0.043,0.039,0.43,0.39,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,57,0.056,0.044,0.56,0.44,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,58,0.062,0.047,0.62,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,59,0.061,0.037,0.61,0.37,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,60,0.065,0.043,0.65,0.43,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,61,0.053,0.034,0.53,0.34,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,62,0.064,0.049,0.64,0.49,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,63,0.058,0.047,0.58,0.47,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,64,0.05,0.042,0.5,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,65,0.047,0.042,0.47,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,66,0.065,0.041,0.65,0.41,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,67,0.051,0.043,0.51,0.43,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,68,0.046,0.035,0.46,0.35,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,69,0.054,0.036,0.54,0.36,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,70,0.051,0.036,0.51,0.36,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,71,0.048,0.038,0.48,0.38,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,72,0.076,0.051,0.76,0.51,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,73,0.059,0.041,0.59,0.41,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,74,0.058,0.042,0.58,0.42,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,75,0.058,0.038,0.58,0.38,DC,
Apul_202_20201007,20201007,Apul_202,Mahana,76,0.058,0.043,0.58,0.43,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,1,0.054,0.038,0.54,0.38,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,2,0.064,0.046,0.64,0.46,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,3,0.067,0.049,0.67,0.49,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,4,0.051,0.047,0.51,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,5,0.054,0.051,0.54,0.51,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,6,0.061,0.048,0.61,0.48,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,7,0.056,0.041,0.56,0.41,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,8,0.055,0.039,0.55,0.39,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,9,0.07,0.035,0.7,0.35,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,10,0.06,0.049,0.6,0.49,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,11,0.057,0.046,0.57,0.46,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,12,0.055,0.047,0.55,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,13,0.05,0.04,0.5,0.4,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,14,0.058,0.052,0.58,0.52,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,15,0.043,0.046,0.43,0.46,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,16,0.059,0.041,0.59,0.41,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,17,0.054,0.041,0.54,0.41,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,18,0.05,0.047,0.5,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,19,0.068,0.044,0.68,0.44,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,20,0.047,0.032,0.47,0.32,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,21,0.064,0.047,0.64,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,22,0.057,0.047,0.57,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,23,0.056,0.047,0.56,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,24,0.048,0.042,0.48,0.42,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,25,0.066,0.044,0.66,0.44,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,26,0.059,0.038,0.59,0.38,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,27,0.053,0.035,0.53,0.35,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,28,0.053,0.059,0.53,0.59,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,29,0.071,0.043,0.71,0.43,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,30,0.071,0.037,0.71,0.37,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,31,0.066,0.03,0.66,0.3,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,32,0.05,0.056,0.5,0.56,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,33,0.054,0.043,0.54,0.43,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,34,0.054,0.049,0.54,0.49,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,35,0.062,0.048,0.62,0.48,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,36,0.062,0.041,0.62,0.41,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,37,0.05,0.043,0.5,0.43,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,38,0.057,0.054,0.57,0.54,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,39,0.056,0.057,0.56,0.57,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,40,0.057,0.05,0.57,0.5,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,41,0.066,0.028,0.66,0.28,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,42,0.058,0.044,0.58,0.44,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,43,0.062,0.042,0.62,0.42,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,44,0.067,0.052,0.67,0.52,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,45,0.062,0.057,0.62,0.57,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,46,0.063,0.052,0.63,0.52,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,47,0.066,0.049,0.66,0.49,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,48,0.068,0.045,0.68,0.45,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,49,0.06,0.041,0.6,0.41,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,50,0.058,0.042,0.58,0.42,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,51,0.062,0.046,0.62,0.46,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,52,0.067,0.047,0.67,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,53,0.061,0.029,0.61,0.29,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,54,0.065,0.049,0.65,0.49,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,55,0.061,0.047,0.61,0.47,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,56,0.065,0.038,0.65,0.38,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,57,0.06,0.051,0.6,0.51,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,58,0.063,0.042,0.63,0.42,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,59,0.085,0.039,0.85,0.39,DC,
Apul_203_20201007,20201007,Apul_203,Mahana,60,0.055,0.039,0.55,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,1,0.054,0.04,0.54,0.4,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,2,0.052,0.039,0.52,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,3,0.05,0.039,0.5,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,4,0.053,0.041,0.53,0.41,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,5,0.054,0.045,0.54,0.45,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,6,0.054,0.043,0.54,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,7,0.052,0.038,0.52,0.38,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,8,0.067,0.045,0.67,0.45,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,9,0.071,0.043,0.71,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,10,0.051,0.044,0.51,0.44,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,11,0.053,0.042,0.53,0.42,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,12,0.042,0.039,0.42,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,13,0.041,0.035,0.41,0.35,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,14,0.045,0.043,0.45,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,15,0.055,0.041,0.55,0.41,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,16,0.066,0.04,0.66,0.4,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,17,0.049,0.042,0.49,0.42,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,18,0.051,0.051,0.51,0.51,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,19,0.064,0.037,0.64,0.37,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,20,0.049,0.043,0.49,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,21,0.052,0.047,0.52,0.47,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,22,0.062,0.037,0.62,0.37,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,23,0.055,0.043,0.55,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,24,0.062,0.043,0.62,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,25,0.057,0.042,0.57,0.42,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,26,0.052,0.033,0.52,0.33,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,27,0.053,0.034,0.53,0.34,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,28,0.057,0.049,0.57,0.49,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,29,0.059,0.035,0.59,0.35,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,30,0.064,0.039,0.64,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,31,0.045,0.04,0.45,0.4,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,32,0.059,0.038,0.59,0.38,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,33,0.062,0.035,0.62,0.35,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,34,0.07,0.029,0.7,0.29,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,35,0.066,0.036,0.66,0.36,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,36,0.065,0.043,0.65,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,37,0.068,0.041,0.68,0.41,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,38,0.067,0.043,0.67,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,39,0.058,0.047,0.58,0.47,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,40,0.049,0.043,0.49,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,41,0.06,0.048,0.6,0.48,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,42,0.061,0.046,0.61,0.46,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,43,0.062,0.04,0.62,0.4,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,44,0.044,0.053,0.44,0.53,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,45,0.052,0.048,0.52,0.48,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,46,0.053,0.041,0.53,0.41,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,47,0.063,0.041,0.63,0.41,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,48,0.057,0.047,0.57,0.47,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,49,0.059,0.049,0.59,0.49,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,50,0.064,0.034,0.64,0.34,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,51,0.053,0.046,0.53,0.46,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,52,0.046,0.039,0.46,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,53,0.048,0.051,0.48,0.51,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,54,0.053,0.045,0.53,0.45,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,55,0.058,0.05,0.58,0.5,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,56,0.063,0.042,0.63,0.42,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,57,0.049,0.047,0.49,0.47,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,58,0.045,0.044,0.45,0.44,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,59,0.051,0.033,0.51,0.33,DC,
